Item,Category,Brand,Supplier,UnitCost
Tablet Model 891,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 892,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 893,Electronics,BrandB,SupplierX,10.01
Mouse Model 894,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 895,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 896,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 897,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 898,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 899,Electronics,BrandB,SupplierX,10.01
Mouse Model 900,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 901,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 902,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 903,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 904,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 905,Electronics,BrandB,SupplierX,10.01
Mouse Model 906,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 907,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 908,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 909,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 910,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 911,Electronics,BrandB,SupplierX,10.01
Mouse Model 912,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 913,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 914,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 915,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 916,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 917,Electronics,BrandB,SupplierX,10.01
Mouse Model 918,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 919,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 920,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 921,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 922,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 923,Electronics,BrandB,SupplierX,10.01
Mouse Model 924,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 925,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 926,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 927,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 928,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 929,Electronics,BrandB,SupplierX,10.01
Mouse Model 930,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 931,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 932,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 933,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 934,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 935,Electronics,BrandB,SupplierX,10.01
Mouse Model 936,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 937,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 938,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 939,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 940,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 941,Electronics,BrandB,SupplierX,10.01
Mouse Model 942,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 943,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 944,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 945,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 946,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 947,Electronics,BrandB,SupplierX,10.01
Mouse Model 948,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 949,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 950,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 951,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 952,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 953,Electronics,BrandB,SupplierX,10.01
Mouse Model 954,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 955,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 956,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 957,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 958,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 959,Electronics,BrandB,SupplierX,10.01
Mouse Model 960,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 961,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 962,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 963,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 964,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 965,Electronics,BrandB,SupplierX,10.01
Mouse Model 966,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 967,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 968,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 969,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 970,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 971,Electronics,BrandB,SupplierX,10.01
Mouse Model 972,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 973,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 974,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 975,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 976,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 977,Electronics,BrandB,SupplierX,10.01
Mouse Model 978,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 979,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 980,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 981,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 982,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 983,Electronics,BrandB,SupplierX,10.01
Mouse Model 984,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 985,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 986,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 987,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 988,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 989,Electronics,BrandB,SupplierX,10.01
Mouse Model 990,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 991,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 992,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 993,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 994,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 995,Electronics,BrandB,SupplierX,10.01
Mouse Model 996,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 997,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 998,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 999,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1000,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1001,Electronics,BrandB,SupplierX,10.01
Mouse Model 1002,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1003,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1004,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1005,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1006,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1007,Electronics,BrandB,SupplierX,10.01
Mouse Model 1008,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1009,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1010,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1011,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1012,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1013,Electronics,BrandB,SupplierX,10.01
Mouse Model 1014,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1015,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1016,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1017,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1018,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1019,Electronics,BrandB,SupplierX,10.01
Mouse Model 1020,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1021,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1022,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1023,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1024,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1025,Electronics,BrandB,SupplierX,10.01
Mouse Model 1026,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1027,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1028,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1029,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1030,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1031,Electronics,BrandB,SupplierX,10.01
Mouse Model 1032,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1033,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1034,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1035,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1036,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1037,Electronics,BrandB,SupplierX,10.01
Mouse Model 1038,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1039,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1040,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1041,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1042,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1043,Electronics,BrandB,SupplierX,10.01
Mouse Model 1044,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1045,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1046,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1047,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1048,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1049,Electronics,BrandB,SupplierX,10.01
Mouse Model 1050,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1051,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1052,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1053,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1054,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1055,Electronics,BrandB,SupplierX,10.01
Mouse Model 1056,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1057,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1058,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1059,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1060,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1061,Electronics,BrandB,SupplierX,10.01
Mouse Model 1062,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1063,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1064,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1065,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1066,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1067,Electronics,BrandB,SupplierX,10.01
Mouse Model 1068,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1069,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1070,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1071,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1072,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1073,Electronics,BrandB,SupplierX,10.01
Mouse Model 1074,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1075,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1076,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1077,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1078,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1079,Electronics,BrandB,SupplierX,10.01
Mouse Model 1080,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1081,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1082,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1083,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1084,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1085,Electronics,BrandB,SupplierX,10.01
Mouse Model 1086,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1087,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1088,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1089,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1090,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1091,Electronics,BrandB,SupplierX,10.01
Mouse Model 1092,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1093,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1094,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1095,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1096,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1097,Electronics,BrandB,SupplierX,10.01
Mouse Model 1098,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1099,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1100,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1101,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1102,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1103,Electronics,BrandB,SupplierX,10.01
Mouse Model 1104,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1105,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1106,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1107,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1108,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1109,Electronics,BrandB,SupplierX,10.01
Mouse Model 1110,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1111,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1112,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1113,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1114,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1115,Electronics,BrandB,SupplierX,10.01
Mouse Model 1116,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1117,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1118,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1119,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1120,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1121,Electronics,BrandB,SupplierX,10.01
Mouse Model 1122,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1123,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1124,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1125,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1126,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1127,Electronics,BrandB,SupplierX,10.01
Mouse Model 1128,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1129,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1130,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1131,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1132,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1133,Electronics,BrandB,SupplierX,10.01
Mouse Model 1134,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1135,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1136,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1137,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1138,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1139,Electronics,BrandB,SupplierX,10.01
Mouse Model 1140,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1141,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1142,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1143,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1144,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1145,Electronics,BrandB,SupplierX,10.01
Mouse Model 1146,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1147,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1148,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1149,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1150,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1151,Electronics,BrandB,SupplierX,10.01
Mouse Model 1152,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1153,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1154,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1155,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1156,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1157,Electronics,BrandB,SupplierX,10.01
Mouse Model 1158,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1159,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1160,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1161,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1162,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1163,Electronics,BrandB,SupplierX,10.01
Mouse Model 1164,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1165,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1166,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1167,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1168,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1169,Electronics,BrandB,SupplierX,10.01
Mouse Model 1170,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1171,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1172,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1173,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1174,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1175,Electronics,BrandB,SupplierX,10.01
Mouse Model 1176,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1177,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1178,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1179,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1180,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1181,Electronics,BrandB,SupplierX,10.01
Mouse Model 1182,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1183,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1184,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1185,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1186,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1187,Electronics,BrandB,SupplierX,10.01
Mouse Model 1188,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1189,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1190,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1191,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1192,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1193,Electronics,BrandB,SupplierX,10.01
Mouse Model 1194,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1195,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1196,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1197,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1198,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1199,Electronics,BrandB,SupplierX,10.01
Mouse Model 1200,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1201,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1202,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1203,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1204,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1205,Electronics,BrandB,SupplierX,10.01
Mouse Model 1206,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1207,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1208,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1209,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1210,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1211,Electronics,BrandB,SupplierX,10.01
Mouse Model 1212,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1213,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1214,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1215,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1216,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1217,Electronics,BrandB,SupplierX,10.01
Mouse Model 1218,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1219,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1220,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1221,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1222,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1223,Electronics,BrandB,SupplierX,10.01
Mouse Model 1224,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1225,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1226,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1227,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1228,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1229,Electronics,BrandB,SupplierX,10.01
Mouse Model 1230,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1231,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1232,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1233,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1234,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1235,Electronics,BrandB,SupplierX,10.01
Mouse Model 1236,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1237,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1238,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1239,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1240,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1241,Electronics,BrandB,SupplierX,10.01
Mouse Model 1242,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1243,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1244,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1245,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1246,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1247,Electronics,BrandB,SupplierX,10.01
Mouse Model 1248,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1249,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1250,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1251,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1252,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1253,Electronics,BrandB,SupplierX,10.01
Mouse Model 1254,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1255,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1256,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1257,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1258,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1259,Electronics,BrandB,SupplierX,10.01
Mouse Model 1260,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1261,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1262,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1263,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1264,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1265,Electronics,BrandB,SupplierX,10.01
Mouse Model 1266,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1267,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1268,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1269,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1270,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1271,Electronics,BrandB,SupplierX,10.01
Mouse Model 1272,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1273,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1274,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1275,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1276,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1277,Electronics,BrandB,SupplierX,10.01
Mouse Model 1278,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1279,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1280,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1281,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1282,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1283,Electronics,BrandB,SupplierX,10.01
Mouse Model 1284,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1285,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1286,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1287,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1288,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1289,Electronics,BrandB,SupplierX,10.01
Mouse Model 1290,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1291,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1292,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1293,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1294,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1295,Electronics,BrandB,SupplierX,10.01
Mouse Model 1296,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1297,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1298,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1299,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1300,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1301,Electronics,BrandB,SupplierX,10.01
Mouse Model 1302,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1303,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1304,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1305,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1306,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1307,Electronics,BrandB,SupplierX,10.01
Mouse Model 1308,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1309,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1310,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1311,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1312,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1313,Electronics,BrandB,SupplierX,10.01
Mouse Model 1314,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1315,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1316,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1317,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1318,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1319,Electronics,BrandB,SupplierX,10.01
Mouse Model 1320,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1321,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1322,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1323,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1324,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1325,Electronics,BrandB,SupplierX,10.01
